id,flight,seg,family,vel,twr,ccw,n,vmax,comment
2021-02-23-17-27-24_seg_1,2021-02-23-17-27-24,1,lemniscate,1.6,,1,3166,3.122,"lemniscate, vel = 1.6, r>7.5m, ccw, full battery, 20s"
2021-02-23-17-27-24_seg_2,2021-02-23-17-27-24,2,lemniscate,1.6,,1,9400,17.724,"lemniscate, vel = 1.6, r>7.5m, ccw, full battery, 20s"
2021-02-23-17-27-24_seg_3,2021-02-23-17-27-24,3,lemniscate,1.6,,1,1771,1.073,"lemniscate, vel = 1.6, r>7.5m, ccw, full battery, 20s"
2021-02-23-17-35-26_seg_1,2021-02-23-17-35-26,1,lemniscate,1.6,,0,13646,17.699,"lemniscate, vel = 1.6, r>7.5m, full battery, 20s"
2021-02-23-17-45-47_seg_1,2021-02-23-17-45-47,1,random_points,,,0,3186,3.1,"random points 2, full battery"
2021-02-23-17-45-47_seg_2,2021-02-23-17-45-47,2,random_points,,,0,11555,9.306,"random points 2, full battery"
2021-02-23-17-45-47_seg_3,2021-02-23-17-45-47,3,random_points,,,0,2005,1.1,"random points 2, full battery"
2021-02-23-18-38-21_seg_1,2021-02-23-18-38-21,1,random_points,,,0,2087,3.177,"random points 3, 80s"
2021-02-23-18-38-21_seg_2,2021-02-23-18-38-21,2,random_points,,,0,27594,10.996,"random points 3, 80s"
2021-02-23-18-38-21_seg_3,2021-02-23-18-38-21,3,random_points,,,0,1568,1.088,"random points 3, 80s"
2021-02-23-18-43-00_seg_1,2021-02-23-18-43-00,1,random_points,,,0,3810,3.211,"random points 4, 100s"
2021-02-23-18-43-00_seg_2,2021-02-23-18-43-00,2,random_points,,,0,28348,11.072,"random points 4, 100s"
2021-02-23-18-50-03_seg_1,2021-02-23-18-50-03,1,random_points,,,0,860,1.261,"random points 5, 120s"
2021-02-23-18-50-03_seg_2,2021-02-23-18-50-03,2,random_points,,,0,2765,3.147,"random points 5, 120s"
2021-02-23-18-50-03_seg_3,2021-02-23-18-50-03,3,random_points,,,0,36583,12.491,"random points 5, 120s"
2021-02-23-18-50-03_seg_4,2021-02-23-18-50-03,4,random_points,,,0,1762,1.09,"random points 5, 120s"
2021-02-23-19-04-50_seg_1,2021-02-23-19-04-50,1,random_points,,,0,2687,3.164,"random points 6, 120s"
2021-02-23-19-04-50_seg_2,2021-02-23-19-04-50,2,random_points,,,0,43906,9.494,"random points 6, 120s"
2021-02-23-19-04-50_seg_3,2021-02-23-19-04-50,3,random_points,,,0,2274,1.121,"random points 6, 120s"
2021-02-23-19-15-11_seg_1,2021-02-23-19-15-11,1,random_points,,,0,1936,3.254,"random points 7, 120s, battery moved"
2021-02-23-19-15-11_seg_2,2021-02-23-19-15-11,2,random_points,,,0,40717,11.655,"random points 7, 120s, battery moved"
2021-02-23-19-15-11_seg_3,2021-02-23-19-15-11,3,random_points,,,0,2126,1.09,"random points 7, 120s, battery moved"
2021-02-23-19-26-38_seg_1,2021-02-23-19-26-38,1,satellite,,,0,3617,3.153,"satellite x, medium, full battery"
2021-02-23-19-26-38_seg_2,2021-02-23-19-26-38,2,satellite,,,0,12320,11.641,"satellite x, medium, full battery"
2021-02-23-19-26-38_seg_3,2021-02-23-19-26-38,3,satellite,,,0,2377,1.116,"satellite x, medium, full battery"
2021-02-23-19-33-29_seg_1,2021-02-23-19-33-29,1,satellite,,,0,4335,3.221,"satellite x, fast, full battery"
2021-02-23-19-33-29_seg_2,2021-02-23-19-33-29,2,satellite,,,0,12366,12.283,"satellite x, fast, full battery"
2021-02-23-19-33-29_seg_3,2021-02-23-19-33-29,3,satellite,,,0,2372,1.12,"satellite x, fast, full battery"
2021-02-23-19-45-06_seg_1,2021-02-23-19-45-06,1,satellite,,,0,3381,3.142,"satellite x, fast, full battery, 60s"
2021-02-23-19-45-06_seg_2,2021-02-23-19-45-06,2,satellite,,,0,23390,12.15,"satellite x, fast, full battery, 60s"
2021-02-23-19-45-06_seg_3,2021-02-23-19-45-06,3,satellite,,,0,2450,1.109,"satellite x, fast, full battery, 60s"
2021-02-23-21-52-14_seg_1,2021-02-23-21-52-14,1,satellite,,,0,23375,12.409,"satellite y, fast, full battery, 60s"
2021-02-23-21-52-14_seg_2,2021-02-23-21-52-14,2,satellite,,,0,2294,1.118,"satellite y, fast, full battery, 60s"
2021-02-23-21-57-38_seg_1,2021-02-23-21-57-38,1,satellite,,,0,3025,3.124,"satellite y, fast, full battery, 60s"
2021-02-23-21-57-38_seg_2,2021-02-23-21-57-38,2,satellite,,,0,23381,12.314,"satellite y, fast, full battery, 60s"
2021-02-23-21-57-38_seg_3,2021-02-23-21-57-38,3,satellite,,,0,2719,1.107,"satellite y, fast, full battery, 60s"
2021-02-23-22-03-52_seg_1,2021-02-23-22-03-52,1,random_points,,,0,3280,3.146,"random points 7, 120s"
2021-02-23-22-03-52_seg_2,2021-02-23-22-03-52,2,random_points,,,0,40723,11.634,"random points 7, 120s"
2021-02-23-22-03-52_seg_3,2021-02-23-22-03-52,3,random_points,,,0,2102,1.146,"random points 7, 120s"
2021-02-23-22-19-12_seg_1,2021-02-23-22-19-12,1,satellite,,,0,3138,3.118,"satellite y, fast, full battery, 60s"
2021-02-23-22-19-12_seg_2,2021-02-23-22-19-12,2,satellite,,,0,23382,12.265,"satellite y, fast, full battery, 60s"
2021-02-23-22-19-12_seg_3,2021-02-23-22-19-12,3,satellite,,,0,2426,1.118,"satellite y, fast, full battery, 60s"
2021-02-23-22-26-25_seg_1,2021-02-23-22-26-25,1,random_points,,,0,1522,3.431,"random points 8, 120s"
2021-02-23-22-26-25_seg_2,2021-02-23-22-26-25,2,random_points,,,0,42265,8.824,"random points 8, 120s"
2021-02-23-22-26-25_seg_3,2021-02-23-22-26-25,3,random_points,,,0,2086,1.12,"random points 8, 120s"
2021-02-23-22-33-54_seg_1,2021-02-23-22-33-54,1,random_points,,,0,936,1.237,"random points 9, 120s"
2021-02-23-22-33-54_seg_2,2021-02-23-22-33-54,2,random_points,,,0,2266,3.107,"random points 9, 120s"
2021-02-23-22-33-54_seg_3,2021-02-23-22-33-54,3,random_points,,,0,43079,10.366,"random points 9, 120s"
2021-02-23-22-33-54_seg_4,2021-02-23-22-33-54,4,random_points,,,0,1968,1.127,"random points 9, 120s"
2021-02-23-22-41-46_seg_1,2021-02-23-22-41-46,1,satellite,,,0,2980,3.166,"satellite x, fast, full battery, 60s"
2021-02-23-22-41-46_seg_2,2021-02-23-22-41-46,2,satellite,,,0,23384,12.05,"satellite x, fast, full battery, 60s"
2021-02-23-22-41-46_seg_3,2021-02-23-22-41-46,3,satellite,,,0,1710,1.111,"satellite x, fast, full battery, 60s"
2021-02-23-22-54-17_seg_1,2021-02-23-22-54-17,1,ellipse,2.4,,0,16909,16.537,"ellipse, vel = 2.4, x=16m, y=12m"
